ID,url number,ACCIDENT LOCATION,ACCIDENT Date,Victim NUMBER,Vehicle 1,Vehicle 2,Vehicle 3
1335,3370,Gazipur,"May 04, 2022, 22:01:56",two,bus,car,bike
1336,3370,"

","May 04, 2022, 22:01:56",two,bus,car,bike
1337,3378,Paglapir,"May 05, 2022, 05:12:04",five,bus,rickshaw,auto
1338,3378,Rangpur,"May 05, 2022, 05:12:04",five,bus,rickshaw,auto
1339,3379,Uttara,"May 05, 2022, 05:12:04",Two,car,rickshaw,auto
1340,3380,Dhaka,"May 05, 2022, 16:28:51",seven,truck,bus,car
1341,3380,Comilla,"May 05, 2022, 16:28:51",seven,truck,bus,car
1342,3383,Rangpur,"May 05, 2022, 22:04:20",five,truck,bus,car
1343,3383,Rangpur,"May 05, 2022, 22:04:20",five,truck,bus,car
1344,3391,Narayanganj,"May 06, 2022, 05:04:18",4,truck,bus,motorcycle
1345,3391,Panchagarh,"May 06, 2022, 05:04:18",4,truck,bus,motorcycle
1346,3393,Uttara,"May 06, 2022, 05:13:09",31,bus,car,motorcycle
1347,3393,Khetlal,"May 06, 2022, 05:13:09",31,bus,car,motorcycle
1348,3398,Bottola,"May 06, 2022, 22:03:23",6,truck,motorcycle,
1349,3411,Kushtia,"May 07, 2022, 05:08:46",six,truck,bus,car
1350,3411,Dinajpur,"May 07, 2022, 05:08:46",six,truck,bus,car
1351,3413,Shajahanpur,"May 07, 2022, 07:34:51",543,truck,bike,motorcycle
1352,3413,Shajahanpur,"May 07, 2022, 07:34:51",543,truck,bike,motorcycle
1353,3415,Panchagarh,"May 07, 2022, 22:04:39",Seven,bus,bike,motorcycle
1354,3415,Notun,"May 07, 2022, 22:04:39",Seven,bus,bike,motorcycle
1355,3424,Mohishbhanga,"May 08, 2022, 05:02:42",seven,truck,bus,bike
1356,3424,Natore,"May 08, 2022, 05:02:42",seven,truck,bus,bike
1357,3432,Bonpara,"May 08, 2022, 05:08:39",eight,truck,bus,bike
1358,3434,Bangladesh,"May 08, 2022, 05:08:39",543,truck,bus,car
1359,3434,Dhaka,"May 08, 2022, 05:08:39",543,truck,bus,car
1360,3436,Bangladesh,"May 08, 2022, 07:35:21",543,car,motorcycle,train
1361,3448,Sylhet,"May 09, 2022, 05:39:59",five,bus,motorcycle,
1362,3448,Manikganj,"May 09, 2022, 05:39:59",five,bus,motorcycle,
1363,3470,Munshiganj,"May 11, 2022, 07:34:51",two,truck,car,rickshaw
1364,3470,Dhaka,"May 11, 2022, 07:34:51",two,truck,car,rickshaw
1365,3480,Munshiganj,"May 12, 2022, 05:46:17",three,truck,bus,car
1366,3480,Munshiganj,"May 12, 2022, 05:46:17",three,truck,bus,car
1367,3497,Joypurhat,"May 14, 2022, 05:03:25",One,bus,,
1368,3497,Bagzana,"May 14, 2022, 05:03:25",One,bus,,
1369,3501,Joypurhat,"May 14, 2022, 05:08:56",One,bus,,
1370,3501,Bagzana,"May 14, 2022, 05:08:56",One,bus,,
1371,3502,Sirajganj,"May 14, 2022, 05:09:08",nine,truck,bus,bike
1372,3502,Rajshhai,"May 14, 2022, 05:09:08",nine,truck,bus,bike
1373,3503,Udpur,"May 14, 2022, 05:09:08",Two,truck,bike,motorcycle
1374,3504,Khulna,"May 14, 2022, 14:31:52",5,bus,car,bike
1375,3508,Kurigram,"May 14, 2022, 19:51:13",14,truck,,
1376,3509,Khulna,"May 14, 2022, 22:02:34",Three,bus,car,bike
1377,3509,Dhaka,"May 14, 2022, 22:02:34",Three,bus,car,bike
1378,3510,Gopalganj,"May 14, 2022, 22:02:34",twelve,bus,car,motorcycle
1379,3510,Barguna,"May 14, 2022, 22:02:34",twelve,bus,car,motorcycle
1380,3519,Bangladesh,"May 15, 2022, 05:09:40",543,bus,car,motorcycle
1381,3521,Rajshahi,"May 15, 2022, 07:36:47",six,truck,motorcycle,auto
1382,3521,Paba,"May 15, 2022, 07:36:47",six,truck,motorcycle,auto
1383,3522,Turag,"May 15, 2022, 07:36:47",One,truck,bus,auto
1384,3525,Australia,"May 15, 2022, 22:01:58",46,car,,
1385,3525,Townsville,"May 15, 2022, 22:01:58",46,car,,
1386,3532,Townsville,"May 16, 2022, 05:02:35",One,bus,auto,
1387,3535,Dinajpur,"May 16, 2022, 05:08:07",Three,truck,motorcycle,
1388,3535,Dinajpur,"May 16, 2022, 05:08:07",Three,truck,motorcycle,
1389,3536,Dhaka,"May 16, 2022, 05:08:22",seven,truck,bus,motorcycle
1390,3536,Rajshahi,"May 16, 2022, 05:08:22",seven,truck,bus,motorcycle
1391,3537,Magura,"May 16, 2022, 05:08:22",15,truck,bus,
1392,3537,Magura,"May 16, 2022, 05:08:22",15,truck,bus,
1393,3556,Bonpara,"May 18, 2022, 05:03:50",Two,truck,bus,
1394,3578,Dhaka,"May 20, 2022, 05:11:05",Two,car,rickshaw,auto
1395,3580,Chandpur,"May 20, 2022, 08:23:18",Two,rickshaw,auto,
1396,3580,Chandpur,"May 20, 2022, 08:23:18",Two,rickshaw,auto,
1397,3582,Chandpur,"May 20, 2022, 22:02:17",One,rickshaw,auto,
1398,3583,Dhamrai,"May 20, 2022, 22:02:17",two,bus,,
1399,3583,Dhaka,"May 20, 2022, 22:02:17",two,bus,,
1400,3586,Kaliganj,"May 21, 2022, 05:04:09",Three,truck,car,train
1401,3586,Gazipur,"May 21, 2022, 05:04:09",Three,truck,car,train
1402,3591,Chandpur,"May 21, 2022, 05:10:12",Two,truck,rickshaw,auto
1403,3591,Chandpur,"May 21, 2022, 05:10:12",Two,truck,rickshaw,auto
1404,3592,Gazipur,"May 21, 2022, 08:35:18",nine,truck,bus,car
1405,3592,Bogra,"May 21, 2022, 08:35:18",nine,truck,bus,car
1406,3605,Faridpur,"May 23, 2022, 05:02:48",One,truck,,
1407,3610,Dhaka,"May 23, 2022, 05:08:33",One,bus,,
1408,3610,Narsingdi,"May 23, 2022, 05:08:33",One,bus,,
1409,3628,Satkhamair,"May 25, 2022, 22:02:14",Three,truck,train,
1410,3628,Tongi,"May 25, 2022, 22:02:14",Three,truck,train,
1411,3630,Dhaka,"May 26, 2022, 04:19:33",Three,bus,,
1412,3630,Hazaribagh,"May 26, 2022, 04:19:33",Three,bus,,
1413,3638,Ullapara,"May 26, 2022, 05:10:16",Five,truck,,
1414,3642,Dhaka,"May 26, 2022, 15:16:21",Three,bus,,
1415,3642,Boubazar,"May 26, 2022, 15:16:21",Three,bus,,
1416,3643,Leguna,"May 26, 2022, 22:04:26",26,truck,,
1417,3643,Dhaka,"May 26, 2022, 22:04:26",26,truck,,
1418,3651,Ladakh,"May 27, 2022, 22:02:28",seven,car,,
1419,3654,Leguna,"May 27, 2022, 22:04:32",Five,truck,,
1420,3666,Wazirpur,"May 29, 2022, 05:02:50",29,bus,,
1421,3669,Barishal,"May 29, 2022, 05:02:50",10,bus,car,
1422,3675,Bhandaria,"May 29, 2022, 19:09:06",Ten,bus,,
1423,3679,Dhaka,"May 29, 2022, 22:05:17",29,bus,,
1424,3684,Ramgati,"May 30, 2022, 05:03:02",Two,motorcycle,,
1425,3684,Lakshmipur,"May 30, 2022, 05:03:02",Two,motorcycle,,
1426,3706,Rajbari,"Jun 01, 2022, 05:04:22",six,truck,car,rickshaw
1427,3706,Chandpur,"Jun 01, 2022, 05:04:22",six,truck,car,rickshaw
1428,3707,Mugda,"Jun 01, 2022, 05:04:22",One,truck,auto,
1429,3707,Dhaka,"Jun 01, 2022, 05:04:22",One,truck,auto,
1430,3709,Rajbari,"Jun 01, 2022, 05:04:22",Seven,truck,car,rickshaw
1431,3713,Kalukhali,"Jun 01, 2022, 05:11:55",six,truck,car,rickshaw
1432,3713,of,"Jun 01, 2022, 05:11:55",six,truck,car,rickshaw
1433,3714,Rajbari,"Jun 01, 2022, 05:11:55",six,truck,rickshaw,auto
1434,3715,Mugda,"Jun 01, 2022, 19:30:11",two,truck,,
1435,3715,Mugda,"Jun 01, 2022, 19:30:11",two,truck,,
1436,3716,Rajbari,"Jun 01, 2022, 22:03:53",10,truck,bus,car
1437,3716,Khulna,"Jun 01, 2022, 22:03:53",10,truck,bus,car
1438,3717,Rajbari,"Jun 01, 2022, 22:03:53",Six,truck,car,rickshaw
1439,3718,Dinajpur,"Jun 02, 2022, 02:38:00",Two,truck,car,bike
1440,3718,Dinajpur,"Jun 02, 2022, 02:38:00",Two,truck,car,bike
1441,3722,Dumuria,"Jun 02, 2022, 05:10:14",One,truck,bus,bike
1442,3726,Nepal,"Jun 02, 2022, 22:03:13",22,car,train,
1443,3731,Nimtoli,"Jun 03, 2022, 16:08:48",One,rickshaw,auto,
1444,3731,Hasara,"Jun 03, 2022, 16:08:48",One,rickshaw,auto,
1445,3738,Teghria,"Jun 04, 2022, 05:08:59",Five,rickshaw,auto,
1446,3741,Narsingdi,"Jun 04, 2022, 22:04:27",Three,train,,
1447,3741,Sujat,"Jun 04, 2022, 22:04:27",Three,train,,
1448,3749,Dhaka,"Jun 05, 2022, 05:09:08",Four,truck,bus,
1449,3749,Boliarpur,"Jun 05, 2022, 05:09:08",Four,truck,bus,
1450,3750,Baliarpur,"Jun 05, 2022, 05:09:08",Three,truck,bus,car
1451,3750,Dhaka,"Jun 05, 2022, 05:09:08",Three,truck,bus,car
1452,3751,Munshiganj,"Jun 05, 2022, 05:09:08",22,truck,motorcycle,
1453,3757,Boliarpur,"Jun 05, 2022, 22:02:02",Four,truck,bus,
1454,3757,Rajbari,"Jun 05, 2022, 22:02:02",Four,truck,bus,
1455,3781,India,"Jun 06, 2022, 22:05:43",22,bus,,
1456,3781,India,"Jun 06, 2022, 22:05:43",22,bus,,
1457,3785,Savar,"Jun 07, 2022, 05:03:37",5,truck,bus,
1458,3785,Boliarpur,"Jun 07, 2022, 05:03:37",5,truck,bus,
1459,3788,Gulistan,"Jun 07, 2022, 05:03:37",8,bus,car,rickshaw
1460,3788,Dhaka,"Jun 07, 2022, 05:03:37",8,bus,car,rickshaw
1461,3791,Boliarpur,"Jun 07, 2022, 05:11:47",four,truck,bus,car
1462,3791,Boliarpur,"Jun 07, 2022, 05:11:47",four,truck,bus,car
1463,3795,Savar,"Jun 07, 2022, 22:03:16",four,bus,,
1464,3795,Boliarpur,"Jun 07, 2022, 22:03:16",four,bus,,
1465,3803,Chattogram,"Jun 08, 2022, 05:04:56",49,bus,train,
1466,3804,Khetlal,"Jun 08, 2022, 19:47:11",Two,bike,,
1467,3804,Joypurhat,"Jun 08, 2022, 19:47:11",Two,bike,,
1468,3809,Bangladesh,"Jun 08, 2022, 22:05:19",Two,truck,bus,
1469,3809,Bangladesh,"Jun 08, 2022, 22:05:19",Two,truck,bus,
1470,3813,Savar,"Jun 09, 2022, 03:28:55",5,truck,bus,
1471,3813,Boliarpur,"Jun 09, 2022, 03:28:55",5,truck,bus,
1472,3818,Boliarpur,"Jun 09, 2022, 05:10:14",six,truck,bus,
1473,3818,Savar,"Jun 09, 2022, 05:10:14",six,truck,bus,
1474,3821,Sitakunda,"Jun 09, 2022, 15:55:10",2,bus,,
1475,3821,Keshabpur,"Jun 09, 2022, 15:55:10",2,bus,,
1476,3823,Chapainawabganj,"Jun 09, 2022, 22:03:56",Two,truck,,
1477,3824,Chattogram,"Jun 09, 2022, 22:03:56",45,car,,
1478,3825,Mirpur.10,"Jun 09, 2022, 22:03:56",five,bus,,
1479,3827,California,"Jun 09, 2022, 22:05:48",four,train,,
1480,3827,California,"Jun 09, 2022, 22:05:48",four,train,,
1481,3828,Dinajpur,"Jun 10, 2022, 05:03:46",Four,truck,bus,rickshaw
1482,3828,Kishoreganj,"Jun 10, 2022, 05:03:46",Four,truck,bus,rickshaw
1483,3842,Pretoria,"Jun 11, 2022, 05:09:00",Fifteen,truck,bus,
1484,3842,South,"Jun 11, 2022, 05:09:00",Fifteen,truck,bus,
1485,3843,Ranchi,"Jun 11, 2022, 05:09:00",Two,bus,car,motorcycle
1486,3843,Jharkhand,"Jun 11, 2022, 05:09:00",Two,bus,car,motorcycle
1487,3844,Boliarpur,"Jun 11, 2022, 13:12:27",six,truck,bus,
1488,3845,Barishal,"Jun 11, 2022, 17:07:39",six,truck,bus,bike
1489,3845,Ujirpur,"Jun 11, 2022, 17:07:39",six,truck,bus,bike
1490,3849,Italy,"Jun 11, 2022, 22:02:16",seven,bus,,
1491,3851,Nandalalpur,"Jun 11, 2022, 22:03:35",One,bike,motorcycle,
1492,3851,Kumarkhali,"Jun 11, 2022, 22:03:35",One,bike,motorcycle,
1493,3853,Kamarkhand,"Jun 11, 2022, 22:03:52",11,train,,
1494,3853,Sirajganj,"Jun 11, 2022, 22:03:52",11,train,,
1495,3855,Savar,"Jun 12, 2022, 05:02:21",five,truck,bus,
1496,3858,Kushtia,"Jun 12, 2022, 05:08:28",four,bus,bike,auto
1497,3858,Kusthia,"Jun 12, 2022, 05:08:28",four,bus,bike,auto
1498,3891,Chittagong,"Jun 15, 2022, 22:02:31",seven,truck,bus,motorcycle
1499,3891,Chittagong,"Jun 15, 2022, 22:02:31",seven,truck,bus,motorcycle
1500,3893,Bacchu,"Jun 16, 2022, 04:15:05",45,truck,motorcycle,auto
1501,3894,Maksumul,"Jun 16, 2022, 04:15:05",One,truck,bike,auto
1502,3908,Bangladesh,"Jun 17, 2022, 05:11:41",One,truck,car,
1503,3908,Antigua,"Jun 17, 2022, 05:11:41",One,truck,car,
1504,3910,Thakurgaon,"Jun 17, 2022, 17:09:05",three,bus,bike,auto
1505,3910,Chattogram,"Jun 17, 2022, 17:09:05",three,bus,bike,auto
1506,3919,Assam,"Jun 18, 2022, 05:09:28",11,bus,,
1507,3927,Gazipur,"Jun 19, 2022, 05:26:06",three,truck,bus,motorcycle
1508,3927,Gazipur,"Jun 19, 2022, 05:26:06",three,truck,bus,motorcycle
1509,3932,Nawbaganj,"Jun 19, 2022, 22:03:33",Three,car,,
1510,3932,Keraniganj,"Jun 19, 2022, 22:03:33",Three,car,,
1511,3936,Huaikyong,"Jun 20, 2022, 05:15:21",One,auto,,
1512,3936,Techhi,"Jun 20, 2022, 05:15:21",One,auto,,
1513,3945,Mithapukur,"Jun 21, 2022, 05:17:54",Two,truck,bike,
1514,3945,Mithapukur,"Jun 21, 2022, 05:17:54",Two,truck,bike,
1515,3951,Mithapukur,"Jun 21, 2022, 22:02:27",Two,truck,bike,
1516,3964,Naogaon,"Jun 24, 2022, 06:05:38",five,truck,rickshaw,auto
1517,3967,Naogaon,"Jun 24, 2022, 17:56:44",eight,truck,bike,rickshaw
1518,3967,Bablatoli,"Jun 24, 2022, 17:56:44",eight,truck,bike,rickshaw
1519,3987,Nagarkanda,"Jun 26, 2022, 05:02:34",Two,truck,bus,
1520,3987,Faridpur,"Jun 26, 2022, 05:02:34",Two,truck,bus,
1521,3993,Shahjahanpur,"Jun 26, 2022, 22:02:10",One,car,bike,motorcycle
1522,4029,Dhaka,"Jun 29, 2022, 22:07:43",two,bike,motorcycle,auto
1523,4039,Bangladesh,"Jun 30, 2022, 22:06:02",333,train,auto,
1524,4048,Jatrabari,"Jul 01, 2022, 06:26:37",Two,truck,rickshaw,auto
1525,4048,Khilgaon,"Jul 01, 2022, 06:26:37",Two,truck,rickshaw,auto
1526,4058,Gulistan,"Jul 02, 2022, 05:11:37",one,truck,bus,
1527,4058,Dhaka,"Jul 02, 2022, 05:11:37",one,truck,bus,
1528,4060,Bangladesh,"Jul 02, 2022, 15:56:55",1,car,,
1529,4060,Oman,"Jul 02, 2022, 15:56:55",1,car,,
1530,4064,Biaramarua,"Jul 03, 2022, 05:03:57",2,train,,
1531,4064,Kalihati,"Jul 03, 2022, 05:03:57",2,train,,
1532,4067,Faridpur,"Jul 03, 2022, 22:02:34",Eight,truck,bus,motorcycle
1533,4067,Faridpur,"Jul 03, 2022, 22:02:34",Eight,truck,bus,motorcycle
1534,4068,Boalmari,"Jul 03, 2022, 22:02:34",three,truck,motorcycle,
1535,4068,Faridpur,"Jul 03, 2022, 22:02:34",three,truck,motorcycle,
1536,4072,Pakistan,"Jul 03, 2022, 22:03:53",20,bus,,
1537,4084,Jaintapur,"Jul 04, 2022, 05:11:09",Three,truck,motorcycle,
1538,4084,Pirerbazar,"Jul 04, 2022, 05:11:09",Three,truck,motorcycle,
1539,4087,Bangladesh,"Jul 04, 2022, 18:36:17",524,bike,train,
1540,4087,Dhaka,"Jul 04, 2022, 18:36:17",524,bike,train,
1541,4114,Thakurgaon,"Jul 08, 2022, 05:21:33",Seven,truck,motorcycle,rickshaw
1542,4114,Faridpur,"Jul 08, 2022, 05:21:33",Seven,truck,motorcycle,rickshaw
1543,4118,Jitarpur,"Jul 08, 2022, 20:19:39",Five,truck,motorcycle,rickshaw
1544,4118,Dowlat,"Jul 08, 2022, 20:19:39",Five,truck,motorcycle,rickshaw
1545,4125,Rajendrapur,"Jul 09, 2022, 05:10:42",Three,bus,rickshaw,auto
1546,4125,Kapasia,"Jul 09, 2022, 05:10:42",Three,bus,rickshaw,auto
1547,4130,Chattogram,"Jul 09, 2022, 05:10:54",three,bus,bike,rickshaw
1548,4130,Gazipur,"Jul 09, 2022, 05:10:54",three,bus,bike,rickshaw
1549,4135,Gazipur,"Jul 09, 2022, 11:18:00",11,bus,bike,rickshaw
1550,4135,Chattogram,"Jul 09, 2022, 11:18:00",11,bus,bike,rickshaw
1551,4136,Dhaka,"Jul 09, 2022, 11:18:00",three,bus,motorcycle,
1552,4136,Lakshmipur,"Jul 09, 2022, 11:18:00",three,bus,motorcycle,
1553,4138,Sariakandi,"Jul 09, 2022, 22:02:19",12,bus,bike,motorcycle
1554,4138,Shajahanpur,"Jul 09, 2022, 22:02:19",12,bus,bike,motorcycle
1555,4144,Naogaon,"Jul 10, 2022, 05:08:12",seven,bike,motorcycle,rickshaw
1556,4144,Noakhali,"Jul 10, 2022, 05:08:12",seven,bike,motorcycle,rickshaw
1557,4145,Chaumuhani,"Jul 10, 2022, 05:08:23",Three,rickshaw,auto,
1558,4145,Dhaka,"Jul 10, 2022, 05:08:23",Three,rickshaw,auto,
1559,4147,Begumganj,"Jul 10, 2022, 05:08:23",Three,rickshaw,auto,
1560,4147,Noakhali,"Jul 10, 2022, 05:08:23",Three,rickshaw,auto,
1561,4153,Dhaka,"Jul 10, 2022, 22:03:14",Three,truck,,
1562,4162,Chittagong,"Jul 11, 2022, 22:09:04",11,truck,bus,bike
1563,4162,Manikganj,"Jul 11, 2022, 22:09:04",11,truck,bus,bike
1564,4166,Chattogram,"Jul 11, 2022, 22:13:15",Six,bus,rickshaw,auto
1565,4168,Australia,"Jul 11, 2022, 22:15:15",One,car,,
1566,4168,Singh,"Jul 11, 2022, 22:15:15",One,car,,
1567,4173,Patuakhali,"Jul 12, 2022, 07:43:41",three,bus,rickshaw,auto
1568,4173,Bezgao,"Jul 12, 2022, 07:43:41",three,bus,rickshaw,auto
1569,4174,Chattogram,"Jul 12, 2022, 07:43:41",six,bus,rickshaw,auto
1570,4175,Manikganj,"Jul 12, 2022, 07:43:41",Three,truck,bike,motorcycle
1571,4175,district,"Jul 12, 2022, 07:43:41",Three,truck,bike,motorcycle
1572,4180,Shazmila,"Jul 13, 2022, 19:34:45",One,bus,,
1573,4180,Shirin,"Jul 13, 2022, 19:34:45",One,bus,,
1574,4185,Tangail,"Jul 13, 2022, 22:08:35",Two,truck,bus,bike
1575,4185,Chattogram,"Jul 13, 2022, 22:08:35",Two,truck,bus,bike
1576,4186,Kafrul,"Jul 13, 2022, 22:08:35",two,truck,motorcycle,
1577,4186,Gulistan,"Jul 13, 2022, 22:08:35",two,truck,motorcycle,
1578,4188,Chattogram,"Jul 13, 2022, 22:08:35",Six,bus,rickshaw,auto
1579,4195,Jatrabari,"Jul 14, 2022, 05:21:13",132,truck,bus,car
1580,4195,Bangladesh,"Jul 14, 2022, 05:21:13",132,truck,bus,car
1581,4196,Sitakunda,"Jul 14, 2022, 05:21:13",Two,motorcycle,,
1582,4196,Chattogram,"Jul 14, 2022, 05:21:13",Two,motorcycle,,
1583,4205,Bogra,"Jul 15, 2022, 22:09:33",12,truck,bus,car
1584,4205,Gazipur,"Jul 15, 2022, 22:09:33",12,truck,bus,car
1585,4206,Panam,"Jul 15, 2022, 22:09:33",One,bus,car,
1586,4206,City,"Jul 15, 2022, 22:09:33",One,bus,car,
1587,4207,East,"Jul 15, 2022, 22:09:33",Eight,truck,bus,car
1588,4207,West,"Jul 15, 2022, 22:09:33",Eight,truck,bus,car
1589,4209,Ghogabottola,"Jul 15, 2022, 22:09:33",three,bus,,
1590,4215,Gazipur,"Jul 16, 2022, 05:04:23",seven,truck,bus,car
1591,4215,Gazipur,"Jul 16, 2022, 05:04:23",seven,truck,bus,car
1592,4218,Mymensingh,"Jul 16, 2022, 05:10:09",four,truck,bus,car
1593,4218,Bogura,"Jul 16, 2022, 05:10:09",four,truck,bus,car
1594,4219,Gazipur,"Jul 16, 2022, 05:10:09",Three,car,bike,motorcycle
1595,4220,Gazipur,"Jul 16, 2022, 05:10:09",eight,bus,car,bike
1596,4220,Gazipur,"Jul 16, 2022, 05:10:09",eight,bus,car,bike
1597,4226,Habiganj,"Jul 16, 2022, 12:14:09",27,truck,bus,car
1598,4226,Mymensingh,"Jul 16, 2022, 12:14:09",27,truck,bus,car
1599,4229,Kahaloo,"Jul 16, 2022, 22:03:39",four,car,,
1600,4229,Bogura,"Jul 16, 2022, 22:03:39",four,car,,
1601,4231,Mirzapur,"Jul 16, 2022, 22:05:26",10,truck,bus,car
1602,4231,Mymensingh,"Jul 16, 2022, 22:05:26",10,truck,bus,car
1603,4232,Mirzapur,"Jul 16, 2022, 22:05:26",30,truck,bus,car
1604,4232,Bogura,"Jul 16, 2022, 22:05:26",30,truck,bus,car
1605,4241,Mirzapur,"Jul 17, 2022, 05:10:35",three,truck,bus,car
1606,4241,Mirzapur,"Jul 17, 2022, 05:10:35",three,truck,bus,car
1607,4244,Kathmandu,"Jul 17, 2022, 18:10:45",7221,truck,car,train
1608,4245,Jashore,"Jul 17, 2022, 18:10:45",Four,truck,bus,auto
1609,4245,Jashore,"Jul 17, 2022, 18:10:45",Four,truck,bus,auto
1610,4250,Barisal,"Jul 17, 2022, 22:02:10",five,truck,bus,car
1611,4250,Bogra,"Jul 17, 2022, 22:02:10",five,truck,bus,car
1612,4258,Greece,"Jul 18, 2022, 05:08:34",One,car,train,
1613,4258,Serbia,"Jul 18, 2022, 05:08:34",One,car,train,
1614,4262,Serbia,"Jul 18, 2022, 05:08:46",eight,car,train,
1615,4262,Kavala,"Jul 18, 2022, 05:08:46",eight,car,train,
1616,4276,Greece,"Jul 19, 2022, 05:03:25",eight,car,train,
1617,4276,Serbia,"Jul 19, 2022, 05:03:25",eight,car,train,
1618,4279,Umpara,"Jul 19, 2022, 05:09:33",One,motorcycle,,
1619,4279,Sreenagar,"Jul 19, 2022, 05:09:33",One,motorcycle,,
1620,4290,Bijoynagar,"Jul 19, 2022, 22:03:54",three,bus,,
1621,4290,Brahmanbaria,"Jul 19, 2022, 22:03:54",three,bus,,
1622,4294,Bakerganj,"Jul 20, 2022, 22:06:15",six,bus,rickshaw,auto
1623,4294,Barishal,"Jul 20, 2022, 22:06:15",six,bus,rickshaw,auto
1624,4295,Barisal,"Jul 20, 2022, 22:06:15",Five,bus,rickshaw,auto
1625,4297,Kuakata,"Jul 20, 2022, 22:06:15",One,bus,rickshaw,auto
1626,4298,Bakerganj,"Jul 20, 2022, 22:06:15",five,bus,,
1627,4308,Islambag,"Jul 21, 2022, 05:09:58",two,rickshaw,auto,
1628,4308,Lalbagh,"Jul 21, 2022, 05:09:58",two,rickshaw,auto,
1629,4310,Barisal,"Jul 21, 2022, 05:10:11",Five,bus,rickshaw,auto
1630,4311,Barisal,"Jul 21, 2022, 05:10:11",Five,bus,rickshaw,auto
1631,4312,Barisal,"Jul 21, 2022, 05:10:11",20,bus,rickshaw,auto
1632,4318,Bakerganj,"Jul 21, 2022, 22:03:42",One,bus,,
1633,4321,Wazirpur,"Jul 21, 2022, 22:04:04",Five,bus,,
1634,4328,Barishal,"Jul 22, 2022, 05:25:46",six,bus,,
1635,4329,Barishal,"Jul 22, 2022, 05:26:38",Nine,bus,,
1636,4329,Dhaka,"Jul 22, 2022, 05:26:38",Nine,bus,,
1637,4330,Bangladesh,"Jul 22, 2022, 05:26:38",One,rickshaw,,
1638,4330,Dhaka,"Jul 22, 2022, 05:26:38",One,rickshaw,,
1639,4331,Barishal,"Jul 22, 2022, 05:26:38",10,bus,rickshaw,auto
1640,4331,Dhaka,"Jul 22, 2022, 05:26:38",10,bus,rickshaw,auto
1641,4332,Barisal,"Jul 22, 2022, 05:26:38",Six,bus,,
1642,4333,Feni,"Jul 22, 2022, 18:08:37",six,truck,bus,motorcycle
1643,4333,Joypurhat,"Jul 22, 2022, 18:08:37",six,truck,bus,motorcycle
1644,4345,Feni,"Jul 23, 2022, 05:09:37",five,truck,bus,motorcycle
1645,4345,Dhaka,"Jul 23, 2022, 05:09:37",five,truck,bus,motorcycle
1646,4346,Magura,"Jul 23, 2022, 05:09:37",Two,truck,,
1647,4347,East,"Jul 23, 2022, 05:09:37",3,auto,,
1648,4347,Pakistan,"Jul 23, 2022, 05:09:37",3,auto,,
1649,4349,Chattogram,"Jul 23, 2022, 19:19:12",Three,bus,bike,motorcycle
1650,4349,Nachnapara,"Jul 23, 2022, 19:19:12",Three,bus,bike,motorcycle
1651,4351,Court,"Jul 23, 2022, 22:03:49",16,truck,car,
1652,4351,Bhawan,"Jul 23, 2022, 22:03:49",16,truck,car,
1653,4367,Chattogram,"Jul 24, 2022, 05:08:09",four,truck,bus,motorcycle
1654,4367,Chattogram,"Jul 24, 2022, 05:08:09",four,truck,bus,motorcycle
1655,4372,Eliotganj,"Jul 24, 2022, 22:03:15",three,car,,
1656,4372,Comilla,"Jul 24, 2022, 22:03:15",three,car,,
1657,4375,Gazipur,"Jul 24, 2022, 22:03:40",15,bus,train,
1658,4375,district,"Jul 24, 2022, 22:03:40",15,bus,train,
1659,4376,Dhaka,"Jul 24, 2022, 22:03:40",Three,bus,train,
1660,4376,Dhaka,"Jul 24, 2022, 22:03:40",Three,bus,train,
1661,4385,Bangladesh,"Jul 25, 2022, 05:08:30",398,bus,bike,motorcycle
1662,4385,Hossain,"Jul 25, 2022, 05:08:30",398,bus,bike,motorcycle
1663,4386,Barisal,"Jul 25, 2022, 05:08:30",Five,bus,rickshaw,auto
1664,4387,Kalibari,"Jul 25, 2022, 05:08:30",One,truck,,
1665,4393,Kenya,"Jul 25, 2022, 22:08:26",24,bus,,
1666,4394,Dinajpur,"Jul 26, 2022, 03:25:39",15,bus,,
1667,4397,Kenya,"Jul 26, 2022, 05:03:17",24,bus,,
1668,4397,Kenya,"Jul 26, 2022, 05:03:17",24,bus,,
1669,4398,Maijpara,"Jul 26, 2022, 05:03:17",five,bus,train,
1670,4399,Shaltigha,"Jul 26, 2022, 05:10:40",One,truck,,
1671,4399,Purbadhala,"Jul 26, 2022, 05:10:40",One,truck,,
1672,4400,Netrokona,"Jul 26, 2022, 05:10:40",Two,truck,bike,
1673,4400,Hamidpur,"Jul 26, 2022, 05:10:40",Two,truck,bike,
1674,4426,Boilor,"Jul 29, 2022, 05:03:24",One,bus,,
1675,4432,Gulistan,"Jul 29, 2022, 05:09:20",One,motorcycle,,
1676,4433,Zarina,"Jul 29, 2022, 05:09:20",51,car,,
1677,4433,Jobbar,"Jul 29, 2022, 05:09:20",51,car,,
1678,4438,Mirsharai,"Jul 29, 2022, 22:02:49",11,bus,train,
1679,4438,Chittagong,"Jul 29, 2022, 22:02:49",11,bus,train,
1680,4439,Mirsharai,"Jul 29, 2022, 22:02:49",11,bus,train,
1681,4439,Chittagong,"Jul 29, 2022, 22:02:49",11,bus,train,
